lag,s2x_PG,s2x_mPG,s2x_PGAS,s2x_mPGAS,s2y_PG,s2y_mPG,s2y_PGAS,s2y_mPGAS
54,0.20791647099363642,0.025091736261431904,0.07772549570999832,0.0026911087791833153,0.03831586855431252,-0.007973223111880583,0.04045118989830913,0.00215746256602298
55,0.20392881327011286,0.025537052950802674,0.08065183761968693,0.010845987267631014,0.04305822934312992,0.009627184999294512,0.014030118990630423,0.017414717154881527
56,0.1988086151698176,0.02470264968310358,0.07755934061716555,0.013608500588488063,0.04177835940233771,0.012631151830169817,0.01614319864204118,-0.007479880872263086
57,0.19144152065485462,0.026834065546160822,0.07664057415681014,0.011424553670265005,0.03474450736799577,0.02358544213235625,0.01297365141435184,0.0047607849708503625
58,0.1868661101153987,0.029034277467283705,0.07300681765384649,0.012981057323561892,0.02740799961786104,0.030608441187978327,0.015844812560478292,0.02184466272564898
59,0.18173048367320896,0.03178521303637111,0.06886233907868826,0.009481725929711757,0.019072461433122037,0.02939425480675714,0.006853271896590894,0.015712875986977418
60,0.1745292411353954,0.028983167048869614,0.06527230299659574,0.004284737399424079,0.011615710017975294,0.020475637294055216,0.006591677868842984,0.01327702281888814
61,0.16363646238794338,0.023741854043431484,0.062214159657956535,-0.0021701559639817213,0.008258134077502687,0.005156255184033819,0.003981541959081253,0.0014388118979634006
62,0.16243208604648704,0.022436174691579356,0.05400090487054317,-0.0006249468897588734,0.01064574957876393,0.010337747130585896,-0.0017491576751545211,0.015368334071757209
63,0.15707661881793156,0.01921204279471977,0.05489455986964295,-0.006792748506518544,0.011462565073310005,0.011930729489851273,-0.0026943394921241843,0.005991020002680024
64,0.15478676362650431,0.020901738153143362,0.04936098810256673,-0.005794740278390487,0.007704131676689042,0.011375105512063817,0.0021768375919930965,-0.0016521496446820297
65,0.14658712875262217,0.02440310792115637,0.03967781627347723,0.005411977864415788,0.02123863387074301,0.014127234028525391,0.0024402014253402933,-0.008747298552022097
66,0.1395300967980337,0.029133436035519263,0.041702241487458554,0.005641652270962314,0.02171146384274281,0.0009861384153670813,-0.0005875595503930356,-0.0028793003968019017
67,0.1348332809001296,0.029207240409614824,0.03758873653723927,0.014333719674535707,0.018234416531394685,0.011734046955078974,0.0008286913934799821,0.0075887455426854305
68,0.13188333786574805,0.028696700741176966,0.0419580843857388,0.030281310287683348,0.014886603554573875,0.012507089663725424,0.011625433859862085,-0.004356536574942539
69,0.12879474442186428,0.025140506607076004,0.0420548283917981,0.031388264600761696,0.016580341165092525,0.012629641329675641,0.005947429370966957,-0.008192946234364397
70,0.12666109612107457,0.024251248485047183,0.04417567903112365,0.014889435550351311,0.001371107860513865,0.007222925762705534,0.009356806067840931,0.0013116762643641479
71,0.12281400027428219,0.02645290266492031,0.04047697302280542,0.0025930429544722684,0.008540967772697711,0.012386793732850244,0.013161139434626589,0.0010276623067080627
72,0.11887556306317025,0.028466845852772236,0.038369444898452516,0.0008416371072148231,0.0031141956386147845,0.02105386750147466,0.012068532631774424,0.0002436364837409402
73,0.11403716606172984,0.03193894886589075,0.03928724822622623,-0.0028598752180838244,0.005065295721814675,0.01958338412892554,0.013404254426222017,-0.007207282108418155
74,0.1130330275048315,0.032409362346602064,0.03352861173840846,0.0029660621877170665,0.008196811228018814,0.014084008153116855,0.016007884013631218,0.012453701735361701
75,0.11496311377875564,0.03599596149837825,0.03443593512876708,0.014202437337379827,0.011741794062173305,0.019914889462298812,0.015048642599815656,0.0075246631699476246
76,0.11247221089504236,0.04328338839802474,0.038360256223818494,0.016940549481598843,0.005835547155786235,0.0034365468324318075,0.02300478608702302,0.0036579301728637084
77,0.10986901727267276,0.04569082353215707,0.035635414312425125,0.025645099776365997,0.011989591108982074,0.002738455945811934,0.030067836757960095,0.0157438216248698
78,0.10438508268530734,0.04970478240103897,0.033561457707267185,0.023307087078127398,-0.008951906692755996,0.008100398460954507,0.027726723611053005,0.013885557735470276
79,0.10150605948996098,0.05165090224180334,0.032918860184314155,0.007729097553551232,-0.002708494506064008,0.003229131327932955,0.026374147714352175,0.009011973267684787
80,0.09917347491048092,0.05645527670593343,0.029261530497493624,0.005696957392236911,-0.004152595283537389,0.0023978893845189764,0.0166047570243099,0.014066448130985428
81,0.09611401480986329,0.05563413954191301,0.03342822749631627,-0.005957832632410706,-0.01669277785342698,0.004731533207362485,0.022450981773744116,0.016095572179059207
82,0.09420562232614493,0.05204856795009852,0.043186254740496255,-0.0024608510124296684,-0.011132243725649166,-0.0014908817684173238,0.04069184341098923,0.028594007004718352
83,0.09042415017065822,0.0455023088984247,0.04561232410134347,0.0014509497170886064,-0.00997927339811525,0.0057357548030233345,0.027160869806029515,-0.0051887643331584065
84,0.0888559453679843,0.04173013542624604,0.048409635279625614,0.0007060523487591145,0.0006532082055963825,0.01324859613664826,0.022787188963897035,0.0077328169893051794
85,0.08617853972503993,0.03883531916386582,0.0467339777237012,-0.0013984178417828506,-0.0009533864962805599,0.01341726077505053,0.031132547351176924,-0.02876254827190386
86,0.08633831832175547,0.03777359558330167,0.047023693142118315,0.009778561857537843,-0.007648170233868643,0.0068050344434564675,0.032255067056814954,-0.012741330265489239
87,0.08195301346470611,0.0369596896265727,0.04858695033990247,0.007962812405093365,0.0011791540338605786,0.010086165617848182,0.03920636518639131,-0.004730243559322437
88,0.07972852278096697,0.03792155562112366,0.04412311118192709,0.013031290779477832,-0.010172395601962323,0.016731964022162826,0.022804974692984082,0.004992658651225767
89,0.08009410061825549,0.03412037012818444,0.04112517873064424,-0.001835117492656363,-0.008431847504000367,0.013043123265716642,0.027127516826060388,0.014615448745690486
90,0.07604586422959628,0.02770827015202822,0.03960899010401389,0.01161806091958612,-0.01773560740134319,0.011371649266724694,0.0407923576053044,0.00584497940882882
91,0.07201670769828379,0.021846419523287162,0.042499386241668005,0.012318293180192156,-0.02441529622200814,0.021979186169056062,0.024878481028817727,0.001245121006741538
92,0.06736309008645147,0.01613679746225239,0.03921504117173978,0.005175633543182787,-0.015506448385352584,0.015134165425995006,0.03628714173327316,0.014834911333755942
93,0.06322116235719187,0.01449933704871803,0.032125458073203765,0.0031311083882938563,-0.021206409373159645,-0.002499689386546533,0.014610924404828064,-0.010712448605802356
94,0.061893189531354996,0.01038962633086661,0.024738839666789882,0.008879071716175836,-0.013809685260905794,-0.014940959413458,0.035011305026380495,-0.009274783365670825
95,0.06468748018160864,0.0073844262465481885,0.025089533486953565,0.006889406771684148,-0.01215725068593395,-0.011818915951250956,0.03179914395513662,-0.00012783858030439622
96,0.061118196474482134,0.005963403949479833,0.01478998976526967,0.013241282938864575,-0.021756782829853754,-0.01277586978327453,0.021369763612054768,-0.013725858277967322
97,0.05671117193864034,0.007099869015388155,0.004843968088718182,0.012225163331913178,-0.027174833933296356,-0.009631902073743656,0.042106225211586565,-0.013590920745022217
98,0.05268716547727888,0.005184400442821034,-0.004603754214325136,0.012747209992497071,-0.01820606586313701,-0.013575863609169509,0.03637542923563119,0.0028539227109757367
99,0.04816566696671488,-0.004350620926607667,-0.0054927095409113835,0.006757918004563094,-0.026332902178871256,-0.00961399094970103,0.03371946157954303,-0.0026851698541983577
