sx_pg,sy_pg,sx_pgas,sy_pgas
3.12065,3.14764,3.43463,3.3646
3.35425,3.32732,3.5768,3.43789
2.97352,3.32388,3.65673,3.48411
3.3491,3.36335,3.96963,3.40597
3.27488,3.16937,3.72065,3.32686
3.44238,3.33731,3.41905,3.20845
3.44124,3.37163,3.58108,3.32348
3.40062,3.3218,3.15437,3.15428
3.72559,3.23787,3.4548,3.13599
3.68687,3.25093,3.4089,3.17329
3.85017,3.26371,3.47287,3.06046
3.22781,3.07935,3.39011,3.14314
3.47526,3.06532,2.89477,3.10046
3.32369,3.07597,3.18882,3.15004
3.38005,3.0003,3.19183,3.38791
3.30372,2.96123,3.12189,3.23572
3.3477,2.94302,3.49747,3.19274
3.17658,2.91636,3.49616,3.14267
3.31554,2.96131,3.49464,3.28487
3.37227,2.92953,3.56794,3.22107
3.49804,2.93307,3.81358,3.11771
3.62886,2.98465,3.68318,3.15753
3.26479,2.98271,3.45002,3.37674
3.28101,2.97457,3.23998,3.21345
3.42482,3.02863,3.20157,3.24072
3.22509,2.97572,2.98404,3.48681
3.40702,2.99464,3.39896,3.29735
3.70372,2.94864,3.37685,3.1671
3.39938,2.9103,3.25586,3.3193
3.28249,2.90869,3.28531,3.10142
3.56052,2.94291,3.11589,3.04111
3.31138,2.93865,3.17002,3.21531
3.51454,3.00341,3.24449,3.4854
3.12391,2.94384,3.65994,3.48619
3.08153,2.93021,3.44872,3.28298
3.22169,2.92301,3.59365,3.33738
3.44629,2.93751,3.15581,3.41269
3.06838,2.93392,3.14771,3.20433
3.24448,2.85029,3.56681,3.29418
3.46757,2.90721,3.06845,3.18058
3.4384,2.87015,3.15343,3.33417
3.32869,2.90111,3.66438,3.35121
3.41629,2.92246,3.39719,3.34005
3.26253,2.8305,3.06722,3.19415
3.40246,2.87583,2.91987,3.13345
3.40246,2.87583,3.25974,3.12076
3.32492,2.91264,3.55066,3.03749
3.38701,2.86668,3.44562,3.21708
3.48184,2.92954,3.39647,3.1418
3.41749,2.87402,2.85441,3.41755
3.5741,2.88658,3.19305,3.36912
3.2782,2.99287,3.31836,3.28025
3.32659,3.0086,3.41121,3.36037
3.08149,3.05094,3.10682,3.43379
3.39697,3.05472,3.47441,3.38434
3.31702,3.00238,3.63941,3.43236
3.31702,3.00238,3.72628,3.3165
3.29542,2.97133,3.47148,3.09774
3.29928,3.01802,3.23961,3.25857
3.22789,2.91856,3.36026,3.15875
3.08746,3.00119,3.38931,3.27217
3.28689,2.95881,3.44098,3.45389
4.07394,2.95344,3.47844,3.60631
3.24467,2.93733,3.41086,3.55371
3.18987,2.93778,3.3948,3.51114
3.25912,2.89985,3.63642,3.34965
3.79526,2.95321,3.42766,3.28723
3.30714,2.97608,3.58462,3.51827
3.55653,2.96154,3.34758,3.248
3.20112,2.87567,3.57047,3.31487
3.3208,3.05844,3.38687,3.33641
3.65269,3.05022,3.39108,3.22685
3.69572,3.03675,3.55523,3.19115
3.321,3.06564,3.75734,2.95155
3.42691,3.02441,3.69062,3.11878
3.48511,3.02929,3.73804,3.09543
3.34903,3.00055,3.85689,3.15812
3.16885,2.97575,3.83655,3.07667
3.15367,3.09553,3.32859,3.08877
3.42662,2.98099,3.3809,3.29758
3.2132,3.05293,3.08344,3.23998
3.24896,3.05801,2.97795,3.19871
3.34668,3.07651,3.0555,3.25257
3.419,3.06639,3.27541,3.31218
3.53886,2.94917,3.34579,3.14706
3.37828,2.94523,3.44594,3.20147
3.49456,3.01083,3.54217,3.32235
3.50069,2.96097,3.56719,3.37787
3.52661,2.95787,3.97975,3.27072
3.75131,2.94635,3.53456,3.35596
3.66894,2.95919,3.09781,3.18257
3.63073,3.0522,3.26481,3.32064
3.58192,2.9549,3.35027,3.31121
3.72301,2.94997,3.32872,3.49993
3.76022,2.99933,2.96082,3.20926
3.83279,2.95802,3.01621,3.16018
3.46236,2.86911,3.37781,3.1491
3.43941,2.88599,3.41706,3.01393
3.28365,2.8915,3.1344,3.15996
3.71753,2.90099,3.20429,3.25158
3.36162,2.89933,2.91397,3.17064
3.11253,2.97732,3.47232,3.13498
3.16762,3.09923,3.12753,3.2036
3.31016,3.05818,3.12167,3.2938
3.39437,3.08294,3.52736,3.31882
3.30528,2.98282,4.03692,3.46078
3.19904,3.036,3.61563,3.4295
3.40613,2.97846,3.71547,3.27798
3.55494,2.97363,3.62469,3.41756
3.58464,2.9718,3.54433,3.2694
3.486,2.94561,3.59721,3.17941
3.82787,2.95196,3.74269,3.13786
3.50059,2.99142,3.69852,3.06028
3.69953,2.96304,4.05282,3.12183
3.5389,2.97339,3.82336,3.17022
3.23684,3.04919,3.78971,3.14479
3.40152,2.97224,4.04696,3.13744
3.24187,3.06806,3.64633,3.29119
2.94275,3.13713,3.42526,3.01024
2.94224,3.14682,3.14517,3.15646
3.14789,3.18617,3.02941,3.28036
2.95411,3.04357,2.91464,3.29204
2.95409,3.04428,3.15834,3.32908
2.95409,3.04428,3.45806,3.34738
3.05462,3.13488,3.77526,3.25808
3.1329,3.02439,4.27398,3.39955
2.94529,3.0792,4.0685,3.61938
3.35671,3.08546,3.56284,3.42071
3.56318,3.0201,3.95358,3.37278
3.12277,3.00579,3.90648,3.45685
3.24396,3.05608,4.10604,3.33724
3.12174,3.06941,3.85678,3.42468
3.21812,3.07716,3.65145,3.42894
3.37053,2.99878,3.63928,3.34398
3.58191,2.96458,3.28444,3.23543
3.37849,2.98143,3.42052,3.37502
3.13375,2.91645,3.57034,3.28129
3.25475,3.07947,3.61636,3.42764
3.25906,3.09427,3.57715,3.4164
3.31321,3.06949,3.33686,3.21417
3.40899,3.09006,3.71229,3.38685
3.25482,3.0889,3.39311,3.30009
3.21404,3.06821,3.22165,3.25249
3.39495,3.05294,3.10051,3.30802
3.3459,3.10142,3.67695,3.40719
3.51196,3.19619,3.62365,3.04002
3.35792,3.11287,3.80461,3.05126
3.36415,3.03137,3.4283,3.112
3.18258,3.0429,3.02027,3.22024
3.36914,3.06008,3.54694,3.21698
3.29091,3.09765,3.18451,3.31972
3.58575,3.05627,3.32107,3.15922
3.31398,3.04921,3.43539,3.12264
3.48184,3.02475,3.42289,3.16713
3.49021,3.15447,3.23005,3.4481
3.43435,3.04268,3.60823,3.32789
3.18871,3.02626,3.84566,3.37352
3.16103,3.07461,4.10139,3.46504
3.17698,2.98905,3.94932,3.4397
3.15852,2.97765,3.52021,3.5623
3.4847,3.05147,3.77728,3.45521
3.29694,2.97078,3.39458,3.23836
3.21351,3.01649,3.21127,3.25951
3.09276,3.15896,3.8915,3.31038
3.14219,3.14572,4.02957,3.28207
3.01311,3.08536,3.80114,3.47848
3.00237,2.99816,3.50814,3.43528
3.29765,3.03624,3.6967,3.45468
3.08987,3.02322,3.63358,3.20418
3.1183,3.0194,3.23301,3.10457
3.12497,3.01164,3.57419,3.14424
2.98952,3.1204,3.72815,3.02186
3.1244,3.10247,3.47439,3.33177
3.38509,3.06661,3.23932,3.05288
3.03467,3.10331,3.25287,3.24658
2.91696,3.06553,2.94128,3.11192
2.8832,3.0813,3.4619,3.22126
2.93923,3.08532,3.65117,3.24367
3.22161,3.12823,3.78754,3.12441
2.98984,3.26889,3.81569,3.0232
2.98935,3.22941,3.72216,3.13787
2.99154,3.25827,3.65062,3.25814
2.90355,3.22264,3.71378,3.16604
3.40325,3.23258,4.34881,3.37343
3.18243,3.30424,4.69978,3.59224
3.06542,3.30134,4.61477,3.48132
2.95542,3.27365,4.0422,3.29398
3.14583,3.174,3.51904,3.30457
2.91553,3.16999,3.16862,3.15531
3.37437,3.17322,3.8289,3.14132
3.32878,3.21604,3.79164,3.19499
3.05687,3.17173,4.33914,3.13799
2.98327,3.16755,4.13227,3.19061
2.90295,3.22737,3.95399,3.22672
3.0286,3.28632,3.76847,3.16453
3.02584,3.30256,3.30738,3.17684
2.85723,3.20021,3.37075,3.08115
3.34507,3.19832,3.63485,3.02053
2.81439,3.23243,3.6939,3.28924
2.9442,3.22364,3.43975,3.1998
2.76676,3.19693,3.31467,3.23009
2.78457,3.2856,3.3081,3.17375
3.15357,3.27894,3.27649,3.21683
2.99171,3.25925,3.36697,3.19417
2.96895,3.25027,3.53735,3.13474
2.91792,3.31659,3.23681,3.21807
3.26275,3.33986,3.15443,3.0433
2.77697,3.29468,3.8392,3.2466
2.89956,3.30445,3.44148,3.30884
2.68006,3.26948,3.42867,3.38239
2.86725,3.33769,3.08828,3.44757
3.04715,3.38828,3.45756,3.57265
2.75344,3.38942,3.36482,3.59583
2.9976,3.39895,3.30223,3.488
2.99546,3.39253,3.05703,3.42733
3.2117,3.40501,3.10926,3.43439
3.22373,3.38769,2.99901,3.25078
3.0123,3.38317,3.81973,3.17979
3.16778,3.37911,3.7777,3.14686
3.09278,3.39041,3.87001,3.13093
3.18898,3.36444,3.95766,3.30594
3.1255,3.36476,3.85623,3.33552
3.05587,3.46516,3.52779,3.28788
2.79301,3.51519,3.66327,3.33203
3.14097,3.4358,3.69538,3.1914
3.15106,3.37421,3.45668,3.26916
2.62844,3.3555,3.73008,3.10464
2.77645,3.40851,3.74571,3.2071
2.75741,3.46683,3.61662,3.21049
2.71224,3.53788,4.07257,3.23677
2.93146,3.28093,4.26469,3.17728
2.93721,3.23119,4.53704,3.33149
2.54231,3.24075,3.73507,3.38032
2.52831,3.22871,3.30798,3.39339
3.3038,3.42996,3.80205,3.33084
3.38059,3.23889,3.47101,3.22286
3.34211,3.23656,3.14333,3.33619
2.65467,3.22037,2.83918,3.42145
3.0545,3.24511,3.19084,3.20317
2.68052,3.24023,3.1288,3.22333
2.79348,3.32696,3.20333,3.05999
2.70896,3.29427,3.81541,3.12981
2.85902,3.31625,3.67791,3.08137
3.30115,3.27769,3.8159,3.19823
3.14817,3.32729,3.45318,3.42755
2.75292,3.31657,3.26532,3.19548
2.80547,3.30213,2.92392,3.20302
3.07761,3.30541,3.37344,3.22853
2.81077,3.32112,3.11395,3.18825
3.19888,3.36181,3.48637,3.32599
2.7362,3.20191,3.63079,3.25233
2.93666,3.33759,3.8632,3.33481
2.74177,3.31641,3.58325,3.28743
2.72392,3.30082,3.43463,3.36771
2.58672,3.31141,3.34498,3.46093
2.78948,3.3454,3.45889,3.38385
2.98707,3.25828,3.19775,3.31243
2.62678,3.2406,3.26535,3.3022
3.0152,3.2485,3.53912,3.43814
3.04917,3.29695,3.57441,3.22218
2.91424,3.28383,3.33381,3.19652
2.86298,3.24623,3.53459,3.16507
2.68274,3.24064,2.90679,3.17137
2.8421,3.25036,2.87996,3.48613
2.90835,3.29673,3.01687,3.41666
3.02103,3.29123,3.56499,3.5232
2.90338,3.3642,3.31054,3.60027
3.07153,3.3649,3.52307,3.40729
3.18554,3.30909,3.17266,3.23001
3.07521,3.31737,3.27908,3.16062
2.72911,3.25771,3.26167,3.16062
2.76926,3.24945,2.9835,3.38471
2.88504,3.32106,2.99051,3.33234
2.91114,3.27724,2.94134,3.36941
3.1321,3.2333,3.38351,3.41748
2.90598,3.26102,3.5473,3.52839
2.66378,3.23003,3.78966,3.3187
2.80365,3.20191,4.12795,3.24967
2.97735,3.22492,3.724,3.31574
2.77621,3.35383,3.71817,3.26318
3.08148,3.3125,3.67099,3.38607
2.99053,3.24317,3.49699,3.31365
2.82696,3.30247,3.49553,3.28569
2.82091,3.31902,3.36457,3.16849
2.90765,3.29001,3.06333,3.42175
3.19683,3.28306,3.08062,3.42213
3.17258,3.26689,3.25209,3.47785
3.13106,3.30486,4.15556,3.33801
2.70055,3.3198,3.79506,3.19589
2.97497,3.30346,3.68568,3.1311
3.02246,3.25188,3.63267,2.92283
2.76387,3.24277,3.31675,2.91668
2.80821,3.31776,3.08538,3.03026
2.76381,3.22028,3.30851,3.32633
2.67165,3.27399,3.47275,3.4868
2.90247,3.2802,3.72999,3.35175
2.90247,3.2802,3.59661,3.31694
3.31901,3.35738,4.12446,3.22379
2.79429,3.26719,3.70044,3.2095
2.90831,3.27982,3.7948,3.23895
2.90274,3.343,3.83504,3.30594
2.90274,3.343,3.34624,3.11017
2.8,3.33369,3.31112,3.12527
3.03665,3.48498,3.63242,3.09611
2.87508,3.52071,3.68247,3.30058
2.77189,3.5117,3.52393,3.23574
2.61512,3.539,3.52499,3.23372
2.7796,3.60186,3.69988,3.16482
3.04867,3.57947,3.58623,3.11093
2.75204,3.33957,3.10801,3.22494
2.89524,3.34559,3.14303,3.23476
3.34858,3.32055,3.40483,3.2202
2.9518,3.28645,3.15897,3.11259
2.7314,3.28494,3.10729,3.13531
2.84989,3.3053,3.38629,3.16477
3.03419,3.38082,3.69752,3.16843
2.88117,3.43056,3.73611,3.08419
3.23602,3.39534,3.37651,3.23803
2.95405,3.35988,3.32188,3.47972
2.76877,3.35498,3.42433,3.20615
2.90149,3.26735,3.1923,3.08468
2.75283,3.31654,3.57193,3.09468
2.62497,3.29685,3.5546,2.99432
3.43941,3.30377,3.20787,3.0509
3.06747,3.2762,3.48182,3.07008
2.60519,3.30683,3.0047,3.23922
2.98451,3.36029,3.29373,3.4431
2.82022,3.23598,3.24604,3.34723
3.14053,3.2678,3.37359,3.44434
2.84764,3.29048,3.15554,3.20962
2.77355,3.22862,3.04602,3.21472
2.92919,3.23424,3.15647,3.36725
2.92354,3.25551,3.51675,3.29505
2.79414,3.22336,3.82595,3.29993
2.85461,3.22627,3.96656,3.28719
3.01932,3.2511,3.65118,3.31045
3.09363,3.26088,3.84543,3.16617
3.13907,3.36478,3.65274,3.27861
2.63234,3.36214,3.93332,3.20709
2.92254,3.36956,3.336,3.25635
3.25889,3.30003,3.70404,3.24865
2.93452,3.19306,3.6991,3.00679
2.95774,3.21174,3.60807,3.17934
3.20875,3.20896,4.29706,3.1915
3.24857,3.25406,3.84356,3.05293
2.89361,3.25799,3.46789,3.15665
3.01143,3.22872,3.35101,3.26648
3.05191,3.38781,3.34918,3.42189
2.86862,3.39065,3.56544,3.43708
2.83445,3.39476,3.36436,3.30765
2.77378,3.35875,2.89174,3.29981
3.03389,3.38219,2.74928,3.2306
3.07243,3.4048,2.92732,3.16942
3.25146,3.44529,3.21123,3.40424
3.47421,3.43405,3.0516,3.31354
2.99369,3.26064,3.24042,3.3263
2.96446,3.29943,3.26053,3.40231
2.88515,3.28519,3.19639,3.2696
2.85899,3.32644,3.21586,3.17142
2.7831,3.36989,3.09461,3.13318
3.03722,3.38378,3.19297,3.06638
3.14741,3.44845,2.91619,3.15385
2.82295,3.34019,3.13862,3.06968
2.97163,3.27662,3.55973,3.06173
3.24079,3.25764,3.58477,3.30025
3.16474,3.26314,3.5358,3.24524
2.9584,3.27132,3.80734,2.98328
3.02163,3.26242,3.99762,2.921
3.12343,3.28427,4.20677,3.09651
2.98842,3.28055,3.56711,3.2127
3.08181,3.27297,3.26568,3.43102
3.26694,3.25741,3.17116,3.56586
2.95417,3.37224,3.80554,3.5341
2.84202,3.34786,3.48528,3.47012
2.91319,3.40002,3.09387,3.25982
2.97332,3.42479,2.71537,3.12327
3.19916,3.37081,2.92518,3.24116
3.18264,3.26328,2.80206,3.23677
3.20647,3.27585,2.99075,3.31082
3.10309,3.32313,3.43896,3.4072
2.9611,3.28656,3.57274,3.28164
3.11955,3.28939,3.96474,3.36765
3.03559,3.28577,3.71172,3.34406
3.27136,3.27515,3.40842,3.29998
3.0375,3.28442,3.40469,3.28885
2.93675,3.37243,3.88279,3.24448
3.0603,3.32777,3.3977,3.19785
3.33104,3.32907,3.4024,3.05315
3.02847,3.37,3.25544,3.52644
3.35481,3.30549,3.21238,3.38519
3.09757,3.28673,3.1158,3.39989
2.91194,3.29277,2.85683,3.33658
2.9477,3.30016,2.98782,3.39346
3.18111,3.3476,3.39248,3.17628
3.18516,3.29436,3.23914,3.11773
3.049,3.21401,3.04822,3.25057
3.21738,3.19834,3.1853,3.18291
3.04797,3.32557,3.07738,3.24438
2.83878,3.3045,3.48448,3.37224
2.91808,3.18964,3.59819,3.34428
3.0276,3.18507,3.5396,3.18079
3.07418,3.22187,3.23069,3.21757
3.38427,3.40783,3.56542,3.06789
3.42088,3.32704,3.44388,3.07677
3.03765,3.32816,3.21169,3.07893
3.54427,3.38737,3.24891,2.98967
3.4764,3.34124,3.15033,3.10593
3.28581,3.32387,3.0185,3.18245
3.31235,3.3605,3.63944,3.34351
3.36434,3.16669,4.19722,3.25468
3.15095,3.18662,3.68136,3.20646
2.91601,3.2895,3.97812,3.30017
3.0674,3.32168,3.67433,2.9763
3.64086,3.24392,3.56551,3.17468
3.13367,3.25299,3.60662,3.15019
3.28408,3.21586,3.37604,3.25162
3.03822,3.26205,3.15469,3.11049
3.32405,3.27533,3.14482,3.21391
3.40193,3.27757,3.37668,3.13671
3.15639,3.18574,3.28033,3.28824
3.28128,3.18171,3.394,3.46895
3.2615,3.21396,3.35227,3.22095
3.24978,3.26725,3.23209,3.17837
3.37707,3.18575,3.56292,3.04061
3.46689,3.24851,3.30276,3.22695
3.17873,3.20869,3.11093,3.10624
3.48715,3.19814,3.08797,3.16667
3.58892,3.27798,3.09166,3.37825
3.2666,3.28018,3.39374,3.48499
3.03838,3.28228,3.35879,3.27681
3.29421,3.2757,3.14619,3.23583
3.01789,3.28559,3.29096,3.11868
3.32299,3.24807,3.25037,3.19404
3.09719,3.2888,3.14174,3.12419
3.15499,3.26393,3.81235,3.22932
3.21953,3.26302,3.59936,3.44268
3.33905,3.30052,3.48071,3.21545
3.12473,3.2581,3.27423,3.27042
3.53447,3.30688,3.25994,3.16159
3.3364,3.32035,4.00558,3.15214
3.45332,3.2751,3.70477,3.12092
3.24675,3.21046,3.81138,3.13538
3.3826,3.17227,3.43325,3.27054
3.00546,3.10623,3.27495,3.25725
2.92763,3.11462,3.29408,3.36053
2.87949,3.13018,2.74218,3.21654
3.26504,3.12115,2.66077,3.24528
3.09686,3.12869,3.17448,3.22901
3.19744,3.18617,3.02519,3.34237
2.86399,3.14495,2.94661,3.50354
3.01782,3.16021,2.84583,3.46932
3.09445,3.09367,3.22275,3.17014
3.29889,3.06825,3.13314,3.22195
3.47966,3.17203,3.14513,3.11554
3.61316,3.1037,3.23607,3.1457
3.62929,3.11988,3.16362,3.17541
3.8579,3.15749,2.99031,3.18374
3.80125,3.15455,2.89677,3.02536
3.69579,3.26412,3.12489,3.14277
3.76917,3.12958,3.34134,3.24404
3.76917,3.12958,3.39656,3.15625
3.66084,3.20934,3.42024,3.30408
3.88219,3.21349,3.14748,3.14675
3.56784,3.1802,3.19767,3.0482
3.80751,3.25567,2.84521,3.22147
3.60835,3.27548,3.22417,3.44299
3.56184,3.34223,2.73991,3.56972
3.53339,3.47682,2.95786,3.54401
3.03867,3.40462,2.87851,3.39099
3.10627,3.40496,3.05356,3.35863
3.36577,3.46055,3.28397,3.18743
3.27192,3.38468,3.25178,3.24356
3.3447,3.44935,3.1215,3.30674
3.3447,3.44935,3.71126,3.22811
3.16296,3.47707,3.36233,3.17478
3.04484,3.36564,3.57647,3.37244
3.2206,3.33801,3.23952,3.19885
3.20128,3.37573,3.39968,3.11927
3.14635,3.37346,3.37364,3.19997
2.99752,3.37886,3.44381,3.13141
3.06088,3.41225,3.18197,3.36078
3.48417,3.1574,3.4029,3.54203
3.28179,3.09478,4.62857,3.31682
3.37246,3.11584,3.89914,3.42673
3.26665,3.09695,3.39535,3.41563
3.58242,3.23176,3.64664,3.41423
3.11148,3.17142,3.41555,3.2408
3.23559,3.22896,3.39664,3.30479
3.24966,3.1455,3.34909,3.27899
3.1298,3.08225,3.25256,3.09579
3.2613,3.14441,3.47825,3.29288
3.11162,3.14091,3.53772,3.27014
3.07296,3.13443,3.26646,3.31412
3.54973,3.09158,3.2789,3.42241
2.94196,3.10227,3.3965,3.45545
3.28475,3.18723,3.53422,3.47547
3.56382,3.18942,3.27988,3.33945
2.96912,3.10375,3.30243,3.33072
3.12207,3.14404,2.9569,3.21536
2.90963,3.11851,3.05866,3.27949
2.99793,3.10044,3.13085,3.41114
2.8411,3.09304,3.28169,3.25957
2.99434,3.0783,2.79194,3.37574
2.99236,3.1324,2.91829,3.34762
2.9984,3.12845,3.34831,3.19455
3.20595,3.10015,2.94491,3.28951
3.10504,3.10891,3.3816,3.12754
3.13848,3.21407,3.25556,3.1767
3.0047,3.0807,3.24891,3.13644
3.18437,3.09413,3.29466,3.21903
2.88153,3.11628,3.3749,3.24048
3.1094,3.19707,3.44523,3.27385
3.03411,3.07746,2.98421,3.15031
3.38739,3.16136,3.30442,3.18014
3.24231,3.15565,3.51855,3.25734
3.35094,3.13094,3.62509,3.16826
2.99369,3.15135,3.19224,3.16192
3.03843,3.1042,2.88735,3.42803
2.99117,3.15026,2.7672,3.29816
2.90874,3.12685,3.16515,3.35846
3.31967,3.10073,3.61279,3.47657
3.31242,3.02351,3.57157,3.53648
3.10258,3.17782,3.2945,3.24568
2.81043,3.12694,3.33343,3.27416
3.11369,3.16174,3.10032,3.24642
3.01082,3.19943,3.59251,3.21413
3.03295,3.19661,3.52213,3.2031
3.26779,3.14436,3.41236,3.40157
3.41759,3.22231,3.1589,3.16593
3.07894,3.25007,2.8322,3.19343
2.966,3.32162,3.44068,3.00512
3.09352,3.20854,3.40173,2.95076
2.77987,3.21274,3.17607,3.28093
2.81485,3.25042,3.11599,3.49247
3.02696,3.27772,3.24139,3.24963
3.53295,3.19932,3.12921,3.38043
3.32643,3.27815,3.26665,3.29345
2.97799,3.10216,3.51778,3.35216
3.34932,3.09905,3.37392,3.22295
3.48864,3.17116,2.93492,3.26105
3.27371,3.08312,3.30182,3.11479
3.26367,3.12644,3.16652,3.17868
3.41206,3.09792,2.86524,3.02786
3.08507,3.08912,2.862,3.17204
3.49279,3.10363,3.1581,3.04874
3.19241,3.06572,3.4166,3.0316
3.10031,3.0656,3.80454,3.17301
3.33342,3.08641,3.89439,3.32955
3.15554,3.09924,4.03025,3.23424
2.85448,3.10587,3.76196,3.3004
3.0647,3.18346,3.49369,3.35325
3.59565,3.25756,3.26541,3.1841
3.95714,3.27706,2.95455,3.27994
3.59119,3.26954,3.28106,3.22909
3.26469,3.28991,3.16345,3.03891
3.15701,3.312,2.9732,3.14017
3.2348,3.3261,2.84557,3.26893
3.18152,3.30434,2.81817,3.31165
2.93633,3.26972,3.03205,3.42597
3.16911,3.16084,3.58139,3.30496
3.28388,3.16231,3.86683,3.38626
3.28843,3.21803,3.81858,3.38458
3.08842,3.23103,3.59902,3.28885
3.38886,3.24627,3.52017,3.4028
3.2228,3.22187,3.68431,3.45632
3.17844,3.11679,3.25293,3.43857
3.11636,3.10455,3.05137,3.39243
3.28701,3.14492,2.60994,3.30207
3.28189,3.13689,3.05497,3.32233
3.18391,3.14805,3.3645,3.40635
3.67081,3.16792,3.39787,3.3204
3.26447,3.1483,3.62086,3.03646
3.43635,3.15059,3.54882,3.1454
3.30372,3.18985,3.57607,3.15415
3.39101,3.16984,3.19961,3.23136
3.29555,3.14329,3.35857,3.35542
3.31789,3.09752,3.3242,3.05907
3.23827,3.23489,3.38582,2.89238
3.29549,3.13795,3.15327,2.87687
3.58543,3.14598,3.21182,2.92056
3.43542,3.18456,3.0858,3.14556
3.34142,3.15809,3.18743,3.15963
3.20721,3.15477,3.4528,3.11586
3.36812,3.19268,3.27766,3.11969
3.24837,3.15738,2.97403,3.11762
3.51813,3.18972,2.88992,3.17733
3.2893,3.20858,3.29414,3.39298
3.66334,3.18243,3.28551,3.42252
3.43159,3.3135,3.45061,3.12812
3.458,3.35213,3.48579,3.20742
3.40564,3.32148,3.37443,3.39897
3.50486,3.30993,3.4437,3.41058
3.31009,3.30477,3.70205,3.2715
3.33077,3.24173,3.4289,3.16522
3.20172,3.29262,3.48893,3.33796
3.4197,3.34688,3.84067,3.30875
3.24035,3.26919,3.94842,3.30889
3.49617,3.31356,3.74972,3.39944
3.27186,3.33126,3.29868,3.35851
3.27932,3.30898,3.33544,3.31194
3.47791,3.30085,3.07206,3.34257
3.27836,3.29392,3.43579,3.29927
3.63667,3.3202,3.44,3.31217
3.3511,3.27789,3.33278,3.29246
3.3361,3.28305,3.75925,3.22325
3.07963,3.16332,3.47006,3.32742
3.07963,3.16332,3.27889,3.38932
3.47788,3.25802,3.56578,3.39193
3.12781,3.21868,3.47195,3.22596
3.40609,3.17413,3.86485,3.23205
3.44881,3.2148,3.49112,3.15435
3.18269,3.2223,3.17971,3.40486
3.20476,3.2055,3.42346,3.54034
3.32472,3.29256,3.33494,3.39054
3.30497,3.25038,3.45576,3.38872
3.1587,3.21066,3.4654,3.27552
3.1951,3.2653,3.73257,3.23003
3.36645,3.25344,3.86915,3.58016
3.37066,3.24078,3.77996,3.42855
3.31024,3.2177,3.72099,3.26971
3.29239,3.27034,3.37566,3.44038
2.86732,3.35718,3.28555,3.22687
2.9194,3.32668,3.71909,3.25199
2.87333,3.29104,3.85193,3.07061
3.12064,3.40545,3.63075,3.02537
3.08786,3.32762,3.43232,3.1156
3.53311,3.35277,3.41689,3.18787
2.80595,3.26966,3.39693,3.33361
3.31681,3.3265,3.22738,3.15036
2.84571,3.32044,3.45266,3.15233
2.84571,3.32044,3.55493,3.31287
3.14889,3.26554,3.3486,3.22664
3.34073,3.3138,3.07321,3.02365
3.18535,3.36396,3.57522,3.17669
3.13498,3.30715,3.67876,3.26388
2.80173,3.2929,3.18483,3.26564
2.88545,3.27099,3.47502,3.39063
3.03896,3.2347,3.19602,3.33515
2.98541,3.25557,3.24617,3.16624
2.95407,3.25473,3.01709,3.26185
2.83945,3.24999,2.92728,3.49967
2.99361,3.30574,2.89077,3.40415
3.27713,3.31076,3.07697,3.40675
2.98951,3.42884,3.14468,3.31773
3.00241,3.43989,3.18729,3.21423
2.8077,3.41257,3.22107,3.3322
2.99373,3.46097,2.63003,3.44896
2.81762,3.3413,2.70874,3.34256
3.66489,3.39477,2.94143,3.34666
2.9749,3.34023,2.97529,3.34144
3.03883,3.3332,3.24238,3.33756
2.91316,3.3121,3.93296,3.60367
3.46984,3.27745,3.64223,3.38483
3.31323,3.26476,3.80719,3.16502
3.10446,3.26845,3.5783,3.12996
3.08369,3.29573,3.52854,3.19
2.76153,3.35709,3.46964,3.1119
3.18897,3.34794,3.68241,2.98551
3.12758,3.35114,4.19362,3.08189
2.90358,3.35062,3.5249,3.0939
2.87202,3.37504,3.42027,3.06226
3.22252,3.34763,3.60101,3.05806
3.25329,3.34203,4.00387,3.20531
2.95241,3.34182,3.50918,3.1369
3.11655,3.36448,3.51953,3.28126
3.16343,3.39132,3.96041,3.23759
2.93523,3.39269,3.85342,3.1198
3.21347,3.39389,3.64529,3.29429
3.03504,3.40491,3.52997,3.03636
2.87168,3.24328,3.66802,3.14887
3.14763,3.16274,3.30151,3.13157
3.06775,3.14751,3.52127,2.98076
3.04129,3.34367,3.38242,3.15402
3.24772,3.37402,3.64399,3.03366
3.3063,3.3807,3.28406,3.12306
3.63547,3.35979,3.26682,3.00885
3.33498,3.38024,3.14759,3.06572
3.42609,3.32281,3.26486,2.96712
3.16282,3.3687,3.0912,3.02214
3.20208,3.36026,2.87916,3.19663
2.72742,3.39911,3.18604,3.33814
3.38654,3.3256,3.29261,3.36416
3.40436,3.29391,3.53104,3.39125
3.55715,3.36795,3.79485,3.33858
3.37658,3.34379,3.87756,3.24793
3.13098,3.35052,3.99698,3.02498
2.79336,3.36022,3.51542,3.0502
2.79177,3.34166,3.17775,3.22751
3.30648,3.36169,3.81236,3.29196
2.9434,3.31195,3.69967,3.39461
2.88562,3.39136,3.52894,3.28034
2.84465,3.35866,3.31849,3.21667
2.77756,3.36376,3.33919,3.38579
2.77654,3.40784,3.47995,3.4341
2.78446,3.35268,3.47536,3.36588
3.00383,3.35152,3.89414,3.35738
2.9788,3.21555,3.55704,3.29683
3.01059,3.21942,3.33471,3.18883
3.07197,3.20769,3.5951,3.27985
