sx_pg,sy_pg,sx_pgas,sy_pgas
2.98895,2.96206,3.23504,3.15626
3.43227,2.98289,2.93054,3.09008
3.21239,3.05018,2.82688,3.05656
3.32895,3.03046,2.98348,3.12352
3.21486,3.01883,3.18205,3.07234
3.05139,3.12986,3.61038,3.07199
3.19031,3.10649,3.49451,3.14562
2.95546,3.13553,3.14958,3.38816
3.00458,3.09744,3.13854,3.0942
2.92169,3.05916,2.9112,3.07347
2.98858,3.10705,3.30093,3.20404
2.97148,3.11001,3.21553,3.34622
3.04725,3.14052,3.51286,3.16622
2.90272,3.10114,3.41106,2.98805
2.92205,3.10144,3.44238,3.01417
3.05269,3.07117,3.01117,3.21102
3.04749,3.16402,2.80977,3.14733
3.04031,3.04866,2.6551,3.16428
2.95139,3.03039,2.94357,3.46803
3.22421,3.01137,3.03175,3.28417
3.37137,3.0244,3.29962,3.33965
3.26022,3.02815,3.23497,3.3728
3.08995,3.04045,3.10444,3.43431
3.2545,3.19287,3.46456,3.40995
3.37012,3.18282,3.45664,3.39547
3.21533,2.9423,3.35301,3.45686
3.27812,2.95644,3.4476,3.29449
3.25106,2.98636,3.07942,3.22398
3.35176,2.93059,3.44189,3.38365
3.30135,3.06583,3.04545,3.29499
3.33134,2.98345,2.98693,3.3227
3.30755,2.96822,3.5153,3.29002
3.20352,3.03186,3.65007,3.20484
3.35399,2.98606,3.72703,3.17435
3.37576,2.96859,3.7553,3.38216
3.23399,2.96914,3.39893,3.21318
3.34982,3.03819,3.29546,3.03872
3.28445,3.06789,3.1357,3.09439
3.35246,3.04498,3.06122,3.19195
3.12849,3.00003,3.10646,3.21225
2.98973,3.0809,3.36521,3.12758
3.21633,3.02069,3.37489,3.02799
3.14007,3.02438,3.57992,3.10914
3.16935,3.01227,3.63154,3.02223
3.42617,3.13833,3.71444,3.264
3.21763,3.0368,3.63154,3.28624
3.06231,3.11063,3.648,3.13661
3.32616,3.07877,3.14078,3.14932
3.05581,3.06955,3.47635,3.31731
3.07967,3.13692,3.67084,3.22133
3.43388,3.14282,3.33323,3.23377
3.08272,3.10766,3.48848,3.20438
3.24374,3.07727,3.00913,3.17088
2.96382,3.10192,3.11487,3.37357
3.19524,3.24845,2.74863,3.24821
3.18938,3.21094,3.25113,3.40763
3.08215,3.24444,3.36297,3.46254
3.29115,3.29884,3.51042,3.41638
3.60398,3.22815,3.61143,3.30529
3.02288,3.22592,3.1508,3.32204
3.25255,3.27146,3.24091,3.32633
3.29139,3.21301,3.14634,3.30421
3.18948,3.21917,3.10833,3.58287
3.2142,3.18002,3.40437,3.34713
3.18168,3.19035,3.65616,3.39514
3.18983,3.20021,3.43608,3.31575
3.27363,3.18862,4.00667,3.33781
3.31785,3.18517,3.82438,3.1755
3.09512,3.19401,4.00776,3.14257
3.07603,3.26136,3.48591,3.09987
3.41662,3.27086,3.08367,3.0105
3.04392,3.27827,2.95166,3.34846
3.16472,3.20145,3.22757,3.1343
3.31681,3.22854,3.37845,3.23831
3.45274,3.34753,3.38982,3.20834
3.37639,3.32169,3.32189,3.23303
3.12813,3.21424,3.32315,3.23507
3.3469,3.19831,3.46968,3.23645
3.2122,3.24132,3.99766,3.11968
3.34208,3.18496,3.97533,3.17352
3.40581,3.17559,3.82009,3.27086
3.51047,3.19789,3.54876,3.44695
3.24888,3.15129,3.36764,3.56634
3.16908,3.14109,3.06876,3.43944
3.59776,3.15605,3.04371,3.30918
3.24533,3.1261,3.24078,3.25007
3.24422,3.26205,2.95293,3.3717
3.53908,3.24158,2.98707,3.06346
3.40271,3.19547,3.0486,3.22757
3.33523,3.15338,2.59102,3.23517
3.55244,3.15301,2.81542,3.49327
3.2487,3.16276,2.85664,3.1583
3.59584,3.18126,2.78301,3.20031
3.38434,3.15835,2.92412,3.24399
3.392,3.16207,3.238,3.22672
3.72551,3.20441,3.57821,3.29576
3.56312,3.23228,3.91331,3.36002
3.40604,3.23976,3.52974,3.34809
3.47484,3.25239,3.24482,3.29854
3.11279,3.30024,3.4528,3.18719
3.18769,3.0803,3.48948,3.14902
3.22868,3.11884,3.31396,3.38366
3.04561,3.10808,2.7601,3.20711
3.43636,3.11055,3.11705,3.06965
3.098,3.08534,3.19012,3.15845
3.18051,3.07701,3.57392,3.49607
2.98042,3.11301,3.13329,3.33956
3.43144,3.1219,3.31185,3.42372
3.12062,3.09696,3.34216,3.28181
2.93549,3.06509,3.3168,3.348
3.06187,3.10132,3.43982,3.35944
3.13774,3.13355,3.14687,3.46691
3.16996,3.09899,3.15729,3.33134
3.04761,3.09969,3.15428,3.25274
3.03345,3.06969,3.53195,3.15645
3.03345,3.06969,3.53969,3.21636
3.04981,3.2114,3.55402,3.21082
3.07658,3.21237,3.73011,3.27714
3.23285,3.20407,3.52496,3.20973
3.24335,3.15858,3.41145,3.0324
3.17209,3.14227,3.58273,3.22512
3.33016,3.15319,3.3303,3.00725
3.34514,3.19548,3.39989,3.26211
3.25334,3.23292,3.02959,3.26235
3.15642,3.08399,3.90252,3.08843
2.91561,3.13388,3.66537,3.25293
3.0631,3.17335,3.94892,3.24588
3.08613,3.14126,3.61649,3.29501
2.92253,3.19062,3.56175,3.21402
3.49421,3.24049,3.44328,3.04239
3.53185,3.23169,3.29209,3.20912
3.40451,3.26393,3.14128,3.28436
3.05288,3.23803,3.28592,3.39454
2.86809,3.25169,3.19583,3.37924
2.77902,3.13058,3.69262,3.25351
2.71052,3.11702,4.02749,3.33418
2.67369,3.12241,3.69501,3.0655
3.1541,3.1431,4.00331,3.07346
2.83284,3.15199,3.6956,3.19978
3.17808,3.1354,3.48274,3.19748
2.75523,3.16481,3.59127,3.40754
2.7506,3.13432,3.29532,3.31753
2.64755,3.13158,3.47981,3.27461
2.70182,3.13956,3.12588,3.4173
3.03846,3.12191,3.56805,3.5116
3.00218,3.15576,3.78388,3.4616
2.62178,3.15184,3.82753,3.41646
2.64972,3.13404,3.54985,3.19048
2.45461,3.27337,3.88412,3.46067
2.465,3.23049,3.66843,3.06742
2.50749,3.23312,3.45648,3.15533
2.8592,3.20844,3.39907,3.15813
3.07699,3.21327,3.40513,3.20858
2.58644,3.24964,3.24012,3.18325
2.7311,3.22198,3.58223,3.13811
3.19195,3.32649,3.71639,3.17263
2.93953,3.30747,3.45412,3.12679
2.93953,3.30747,3.52175,3.10855
2.47117,3.26286,3.39723,3.34819
2.41984,3.26228,3.52846,3.26437
3.01834,3.27815,3.28672,3.18883
3.25405,3.31442,3.39155,3.45205
2.74937,3.2976,3.16855,3.21391
3.29186,3.30947,3.49694,3.36702
2.93706,3.30275,3.76689,3.25411
2.99291,3.21704,3.45656,3.12874
2.79747,3.17716,3.21321,3.26452
2.97287,3.18435,3.64822,3.40728
2.93601,3.17877,3.67253,3.32517
3.10416,3.18879,3.48103,3.0861
3.15111,3.1319,3.59862,3.36553
3.21284,3.23924,3.31021,3.40002
3.5873,3.23441,3.34286,3.3912
3.44962,3.30488,3.90016,3.38996
3.30693,3.29584,3.86737,3.04812
3.30693,3.29584,3.90061,3.21849
3.42417,3.31755,4.12982,3.13949
3.35695,3.29234,4.10853,3.13738
3.34288,3.25447,4.06796,3.36502
3.22065,3.21667,3.44066,3.11639
3.13923,3.23749,3.47434,3.19879
3.09244,3.28948,3.33454,3.03522
3.42294,3.35198,3.13966,3.1003
3.42294,3.35198,3.1851,3.4183
3.38495,3.29474,3.08954,3.3253
3.40178,3.27541,3.37293,3.27708
3.24147,3.30459,3.99944,3.32734
3.33628,3.31407,4.09974,3.38356
3.00214,3.34053,3.79506,3.10253
3.04221,3.28916,3.806,3.18365
3.28508,3.29898,3.8251,3.28315
3.21768,3.29131,3.16226,3.32463
3.32873,3.2797,2.98224,3.17048
3.04632,3.28663,3.37495,3.08545
3.2096,3.3188,2.90422,3.16365
2.82132,3.27125,3.12094,3.08011
2.88349,3.31946,2.88802,3.16335
2.82813,3.31835,2.70948,3.057
3.056,3.34076,2.76127,3.16616
2.87064,3.33317,2.90366,3.21566
2.99274,3.31474,2.95958,3.22171
2.83663,3.32278,3.0635,3.17535
3.16581,3.44639,2.65447,3.26627
2.95712,3.26832,3.22051,3.16725
2.83452,3.33628,3.12158,3.11606
2.84227,3.36926,3.75807,3.03618
2.62995,3.25988,3.42977,3.24367
2.9298,3.25523,3.56674,3.25925
2.90608,3.27542,3.42315,3.38422
2.96463,3.27736,3.36549,3.34875
3.07832,3.28674,3.25457,3.38659
2.82614,3.29858,3.26546,3.27226
2.60963,3.368,3.41798,3.36452
2.68643,3.32788,3.3084,3.19946
3.01708,3.32124,3.19813,3.27108
3.04077,3.29841,3.52183,3.22901
3.16573,3.31773,3.3066,3.14218
3.31129,3.26826,3.20866,3.17511
3.21612,3.28509,3.18219,3.1801
3.20089,3.25541,3.11318,3.23164
2.85189,3.37967,3.45096,3.07211
3.32688,3.38634,3.24759,3.0869
2.97919,3.48855,3.0773,3.15709
3.44733,3.36998,3.75137,2.99964
3.15889,3.37408,3.74565,3.09472
3.38904,3.33245,3.52478,3.17835
3.07426,3.345,3.65322,3.31382
3.3359,3.3509,3.81679,3.11658
3.23334,3.25603,3.44363,3.18377
3.06006,3.22428,3.33653,3.17674
3.10022,3.1885,3.74294,3.26741
3.30379,3.19314,3.46477,3.10102
3.04547,3.2384,3.36927,3.23193
3.09696,3.22123,3.72056,3.03906
3.55938,3.30446,4.10366,3.02008
3.05039,3.28927,3.91311,3.08278
3.46651,3.28114,3.51972,3.07524
3.06722,3.15938,3.57558,3.24499
2.9134,3.17465,3.69148,3.29051
3.02912,3.08664,3.28686,3.2185
3.1088,3.04229,3.46757,3.17077
2.99524,3.07946,3.76674,3.20619
2.81743,3.06866,3.67434,3.23479
3.08265,3.06189,3.87869,3.32909
3.00514,3.07623,3.64274,3.38675
2.78614,3.04416,3.45119,3.08518
3.01439,3.1237,3.41978,3.38312
2.7969,3.06484,3.16239,3.30958
2.75367,3.13093,3.2177,3.27663
3.11741,3.13204,3.06575,3.37799
2.78191,2.9679,3.08164,3.45006
3.02139,2.93126,3.18891,3.4965
3.17539,2.93836,3.51996,3.56486
2.911,2.94759,3.31893,3.4939
2.89679,2.97778,3.41755,3.30341
2.78754,3.00671,3.69839,3.08762
2.72824,2.9324,3.77197,3.10697
2.89062,2.919,3.25802,2.93909
2.85332,2.99379,3.06028,3.00236
2.90707,2.95735,2.81745,3.25434
2.90707,2.95735,3.02118,3.40106
2.6613,2.98562,3.05027,3.30319
2.60557,2.99514,3.59218,3.3807
3.12708,2.98493,3.27147,3.31906
3.06025,3.14165,3.03435,3.1677
3.09305,3.17596,3.59926,3.17808
3.17276,3.24534,3.26158,3.15531
2.98641,3.21928,3.15508,3.13983
3.25772,3.23589,3.02172,3.289
3.01869,3.13953,2.98986,3.21112
2.83534,3.17438,2.81031,3.17598
3.06805,3.18981,2.98899,3.28831
3.06688,3.18168,3.01155,3.23149
2.78568,3.22147,3.20181,3.20452
3.29199,3.24531,3.30393,3.01989
3.29199,3.24531,3.51518,3.07705
2.7762,3.49826,3.37101,3.05707
2.97114,3.46248,3.58792,3.37643
2.99466,3.55259,3.55271,3.47633
3.42373,3.53492,3.4937,3.44336
3.37913,3.52947,3.55187,3.41652
3.194,3.57888,3.7697,3.30402
3.13708,3.59666,3.7931,3.43401
2.95529,3.5858,3.63074,3.10876
3.09052,3.56775,3.50852,3.07331
3.20933,3.5868,3.52635,2.84832
3.22345,3.63933,3.42759,2.87994
2.8285,3.35392,3.22505,3.11224
3.28694,3.34163,3.63656,3.13701
3.18337,3.31319,3.25904,3.05491
2.93014,3.36694,3.24877,3.15045
3.03877,3.3214,3.4779,3.25983
2.88989,3.29461,3.25465,3.39777
2.97503,3.29234,3.12923,3.54836
3.42761,3.33938,2.87356,3.59704
3.43666,3.32768,3.0512,3.38583
3.59998,3.34124,3.59164,3.28555
2.8947,3.31579,3.51321,3.29646
2.95382,3.35245,3.76166,3.3291
3.09929,3.32961,3.866,3.17974
3.14971,3.33872,3.50232,3.16388
3.16963,3.3144,3.94227,3.22589
2.81026,3.37739,3.74366,3.11648
2.8864,3.38536,3.49921,3.25402
3.31284,3.50954,3.41373,3.2511
2.9735,3.50508,3.24054,3.34755
3.00667,3.5136,3.02184,3.47529
2.88203,3.49128,3.25176,3.36765
2.84326,3.459,3.30879,3.27787
2.60237,3.35197,3.17011,3.16465
2.75581,3.27389,3.25746,3.33437
2.80774,3.40412,3.22818,3.15004
2.59878,3.36465,3.45531,3.12135
2.7601,3.39066,3.11917,3.34173
3.17381,3.33881,3.29243,3.21288
3.32589,3.27151,3.11929,3.33121
3.34219,3.20401,3.8277,3.17617
3.02202,3.22095,3.70144,3.15198
2.71585,3.27688,3.16215,3.18651
2.63872,3.2761,3.24816,3.3461
3.00054,3.28929,4.30928,3.37378
2.99305,3.29821,4.26826,3.28748
3.03208,3.28918,4.02856,3.18922
2.84212,3.23984,3.87212,3.27799
2.87062,3.24763,3.62299,3.31894
2.91011,3.28925,3.85415,3.24727
2.64841,3.31517,3.50449,3.13587
2.85459,3.32984,3.1204,3.25274
3.19957,3.39795,2.98102,3.20379
2.63186,3.39216,3.1073,3.27864
2.86661,3.34816,3.50401,3.20037
3.03465,3.34801,3.3209,3.20372
2.85842,3.36735,3.44069,3.16649
2.71379,3.36327,3.06824,3.31853
2.90657,3.29887,2.96242,3.2455
2.94004,3.29347,3.34497,3.16179
3.20639,3.2877,3.58532,3.30915
2.69974,3.28323,3.58874,3.44602
2.85803,3.36238,3.64771,3.27616
2.7334,3.33343,3.3662,3.26141
2.87794,3.30296,3.78301,3.2264
2.89803,3.29503,3.8386,3.39446
2.79396,3.3378,3.85974,3.41052
2.82354,3.29718,4.08848,3.3446
2.82917,3.30092,3.85618,3.26033
2.82126,3.27543,3.75682,3.42804
2.64442,3.31841,3.46689,3.3396
3.20139,3.32551,3.29434,3.38788
2.60422,3.25048,3.52873,3.47843
2.63467,3.29354,3.5059,3.27899
2.83367,3.26504,3.1683,3.28418
3.01949,3.21072,3.3919,3.52235
2.89665,3.30868,3.34397,3.43199
3.26402,3.42274,3.4055,3.61608
2.99986,3.34871,3.4587,3.48397
2.97604,3.26978,3.87934,3.30432
3.4047,3.20271,3.51637,3.05835
2.80651,3.21016,3.80544,3.22162
3.03615,3.26412,3.45491,3.17406
3.14192,3.24415,3.61411,3.52304
3.03364,3.28105,3.66502,3.30231
3.03364,3.28105,3.22915,3.32981
2.76426,3.15342,3.76702,3.31006
3.39918,3.18829,4.11911,3.36955
2.8937,3.16706,3.29668,3.15319
3.35003,3.24854,3.52346,3.34972
3.28355,3.24052,3.00427,3.18868
3.12949,3.12104,3.18906,3.13381
3.59403,3.124,3.34446,3.15625
3.13108,3.14405,3.52854,3.3115
3.24085,3.14947,3.38405,3.22936
3.02407,3.07839,3.21724,3.17935
3.16791,3.03898,3.32607,3.22893
3.13866,3.02658,3.00592,3.32204
3.14071,3.03153,2.88033,3.1265
2.75599,3.04157,2.81113,3.30478
3.00738,3.01815,2.73488,3.09473
3.07321,3.04852,3.11135,3.10216
2.98668,3.10683,3.3315,3.06048
3.19303,3.06066,3.40798,3.12467
3.43757,3.09694,3.38025,3.1735
3.13721,3.03541,3.39156,3.26095
3.21729,3.07503,3.30321,3.34387
3.09716,3.05365,3.36896,3.36295
3.20691,2.98816,3.67281,3.2006
2.9033,2.99021,3.2463,3.02404
2.8076,2.99318,2.9258,3.29611
3.17238,3.05174,2.72991,3.07873
3.3811,3.01785,2.4747,3.08182
3.116,3.01799,2.6492,3.23267
2.87549,3.03052,2.96849,3.28939
3.05837,2.99443,3.17021,3.22988
3.14883,3.05745,3.1895,3.09116
2.86942,3.11365,2.91522,3.02032
3.10436,3.03074,2.99813,3.23788
2.77019,3.05014,3.22431,3.34189
2.89797,3.08325,3.61181,3.11472
2.84307,2.9894,3.30253,3.18516
2.75899,2.9984,3.36066,3.17662
3.05923,3.01457,3.57294,3.18614
2.99653,2.98239,3.20398,3.38938
3.05356,2.98753,3.71708,3.39526
3.08189,3.09475,3.80062,3.15576
3.10853,3.11365,3.40138,3.10312
3.2142,3.11935,2.9435,3.39011
2.95382,3.08124,3.16656,3.34496
3.20423,3.09457,3.26068,3.25994
3.28298,3.06649,3.24691,3.41507
2.96981,3.05504,3.39146,3.31759
3.05735,3.09457,3.82215,3.2096
2.74064,3.11071,3.67026,3.38019
3.15654,3.21117,3.41028,3.48812
2.98165,3.22625,3.44743,3.26788
3.08488,3.18778,3.41658,3.42861
3.21971,3.17355,3.67145,3.31589
3.80554,3.18061,3.51824,3.15966
3.49863,3.13849,3.38027,3.20905
3.36553,3.11504,3.38025,3.16999
2.84629,3.22028,3.5378,3.1157
2.70766,3.19162,3.46572,3.22281
2.66381,3.17867,3.43007,3.0934
3.04728,3.19097,3.38889,3.21996
2.72214,3.18573,3.14782,3.27293
2.84579,3.31548,3.17087,3.28585
3.00647,3.3315,3.47228,3.12502
2.98365,3.30919,3.56923,3.16906
2.6309,3.33495,3.55108,3.2248
2.85111,3.34028,3.33898,3.15167
2.9556,3.2894,3.31023,3.14236
2.6441,3.2705,3.0878,3.07893
2.81504,3.30491,2.81164,3.07564
3.08676,3.28751,3.38737,3.26695
2.98941,3.28932,3.38355,3.22223
2.95079,3.30721,3.40382,3.27402
2.71875,3.24728,3.37301,3.16999
2.94462,3.2689,3.38256,3.22293
3.05965,3.27472,3.1413,3.23705
3.07123,3.33965,3.1872,3.27808
2.53855,3.28331,3.39865,3.12275
2.99957,3.26087,3.08778,3.20305
2.85371,3.31426,3.2646,3.24109
3.20617,3.23276,3.20551,3.24046
3.2485,3.22806,3.4397,3.1446
3.16596,3.26977,3.32242,3.07847
2.91089,3.24648,3.37209,3.16858
2.82385,3.27909,3.65279,3.30918
2.69061,3.31557,3.74511,3.36316
2.83703,3.28167,3.89219,3.17557
3.25659,3.3279,3.70026,3.21351
3.46046,3.25212,4.15316,3.36924
3.82219,3.43581,3.86035,3.35897
3.66344,3.4327,3.91339,3.22482
3.76552,3.43749,3.52366,3.28744
3.57891,3.48296,3.58735,3.22623
3.78072,3.48793,3.43184,3.24142
3.69523,3.26639,3.30621,3.30806
3.70151,3.29187,3.16028,3.19038
3.85209,3.34647,3.72149,3.1796
3.61509,3.39399,3.70907,3.16955
3.67018,3.38305,3.72384,3.36131
3.63264,3.40442,3.57769,3.40316
3.60959,3.40874,3.07318,3.31241
3.37077,3.36069,3.0199,3.22629
3.68271,3.43245,2.9454,3.26266
3.82727,3.36871,2.84089,3.26239
3.13171,3.26909,3.22796,3.32359
3.44307,3.30189,3.71244,3.38426
3.44598,3.35139,3.459,3.3862
3.09189,3.28731,3.17465,3.08942
3.33845,3.39049,3.04953,3.23108
3.37097,3.37092,2.73035,3.16495
3.15977,3.29493,3.22966,3.19504
3.17451,3.37551,3.54421,3.26063
3.48325,3.3219,3.34729,3.28835
3.70471,3.21501,3.45861,3.15546
3.56084,3.13214,3.12334,3.28437
3.40662,3.10968,3.3222,3.27955
3.1005,3.10938,3.44605,3.0597
3.29256,3.10912,3.38071,3.22033
3.20205,3.08797,3.56635,3.25062
3.29974,3.09759,3.35713,3.19984
3.21398,3.10602,3.21652,3.06736
3.32686,3.09014,3.09596,3.12067
3.11922,3.12634,2.82461,2.9818
3.53491,3.10749,2.93695,3.19473
3.24213,3.13548,3.00915,3.24346
3.12482,3.13422,2.78098,3.20196
3.63729,3.15599,2.52612,3.32793
3.30283,3.12508,2.39725,3.2839
3.52095,3.12541,2.44231,3.3562
3.09677,3.24338,2.64907,3.33007
3.24189,3.2299,3.68885,3.23056
3.19205,3.28799,3.89164,3.18329
3.34532,3.26718,3.69499,3.16146
3.0959,3.29474,3.92451,3.13947
3.29151,3.1695,3.54768,3.25727
3.01868,3.18902,3.16423,3.31498
3.39241,3.24328,3.76529,3.2505
3.14478,3.17388,3.78852,3.4252
2.97411,3.08858,3.52503,3.52994
3.17837,3.09498,3.4123,3.36445
3.13651,3.29332,2.97483,3.17523
3.27135,3.35623,3.24689,3.32902
3.84425,3.35943,2.8707,3.36473
3.84374,3.25876,3.08042,3.27351
3.6849,3.30551,3.15045,3.36659
3.67766,3.34673,3.37246,3.28216
3.47311,3.25429,3.43212,3.19389
3.31394,3.27915,3.22479,3.33603
3.44976,3.27705,3.12742,3.03453
3.37515,3.30464,3.10569,3.25652
3.4832,3.28711,3.30603,3.41996
3.60658,3.27578,3.17151,3.39614
3.25199,3.23051,3.15727,3.45127
3.43747,3.21248,3.33922,3.37081
2.97627,3.16705,3.41312,3.11649
3.05507,3.13152,3.74903,2.89965
3.40675,3.09116,3.81029,2.97505
3.19618,2.96724,3.45616,3.03069
3.18449,2.97191,4.03224,3.14747
3.71034,3.00324,3.58029,3.3834
3.29779,3.0476,3.4033,3.33323
3.22401,3.00444,3.47367,3.27846
4.03978,3.07841,3.75248,3.35049
3.57214,3.06976,3.44746,3.24786
3.29946,3.0508,3.43646,3.10389
3.19998,2.98161,3.51143,3.23802
3.42906,3.06393,3.47713,3.36821
3.61318,3.07255,3.97743,3.15539
3.23603,3.06074,3.71788,3.01285
3.23489,3.01547,3.98801,3.20633
3.1656,3.00484,4.30032,3.10562
3.08568,3.00586,3.95317,3.12547
3.10103,3.02837,3.81507,3.12858
3.33432,3.21145,4.02082,3.59048
3.15916,3.26519,3.40825,3.6215
3.20688,3.21189,2.85157,3.57799
3.15862,3.23434,3.70865,3.46962
3.40389,3.23149,3.44014,3.15554
3.327,3.17987,3.72687,3.18013
3.20911,3.17729,3.831,3.28172
3.46205,3.18581,3.79055,3.05328
3.10701,3.18603,3.65566,3.022
3.38189,3.24074,3.19082,3.28995
3.5123,3.21848,3.21098,3.23081
3.5123,3.21848,3.10016,3.24371
3.24476,3.25315,3.15273,3.23277
3.40095,3.21553,3.34167,3.27558
3.15518,3.22435,3.54538,3.13313
3.27981,3.23866,3.45441,3.29644
3.34202,3.23206,3.49575,3.31712
3.45869,3.18537,3.30385,3.35763
3.243,3.17227,3.44659,3.19768
3.27329,3.26247,3.47537,3.18742
3.2129,3.23701,3.21279,3.25841
3.52176,3.25121,3.2296,3.13591
3.56892,3.24205,3.08204,3.13552
3.46917,3.16295,3.00329,3.23042
3.13778,3.09007,3.04956,3.32536
3.18983,3.10122,2.9401,3.23007
3.10698,3.10657,3.47806,3.20987
3.26727,3.07706,3.79499,3.1166
3.0268,3.06389,3.55986,3.19302
3.28869,3.07751,3.59735,3.25863
3.23274,3.04424,3.50544,3.175
3.16553,3.04286,3.55026,3.17133
3.17672,3.0332,3.39171,3.39423
3.16483,3.0087,3.37485,3.24589
3.14708,3.01539,3.3852,3.36157
3.09724,3.05035,3.89842,3.29395
3.27743,3.03464,3.75373,3.40953
3.41587,3.06564,3.56151,3.45071
3.24744,2.98398,3.5986,3.32201
3.24169,3.10402,3.64455,3.3833
3.25585,3.09573,3.48987,3.39328
3.11358,3.06583,3.50023,3.33763
3.21749,3.02622,3.83788,3.1026
3.20676,3.24003,3.90696,3.2169
3.24152,3.27866,4.19593,3.12444
3.51987,3.2347,3.80274,3.25784
3.27953,3.19454,3.80745,3.24981
3.41671,3.13227,3.85605,3.28913
3.41671,3.13227,3.66001,3.21657
3.31713,3.20839,3.47526,3.34126
3.22473,3.19865,3.39168,3.31725
3.40467,3.12686,3.31193,3.32142
3.57152,3.14172,3.2314,2.9678
3.3163,3.12281,3.45777,3.21662
3.09542,3.15791,3.53453,3.1778
3.19474,3.21691,3.28054,3.24483
3.19973,3.17335,2.90606,3.35293
3.41808,3.15214,2.76501,3.22432
3.43454,3.17936,3.04623,3.16571
3.39816,3.15233,2.82773,3.20421
3.64786,3.12249,3.05044,3.3844
3.51053,3.16234,3.43654,3.27317
3.57207,3.20629,3.18174,3.055
3.12838,3.09931,3.51678,3.01302
3.21175,3.10816,3.4757,3.09552
3.07473,3.05168,3.3392,3.02981
3.05721,3.09642,3.60841,3.16717
3.04547,3.0751,3.709,3.12011
3.14811,3.03959,3.80668,3.12012
3.12589,3.0826,3.64887,3.02682
3.32201,3.07567,4.34116,2.99703
3.12705,3.03881,3.88187,3.0215
3.37541,3.06221,3.87216,3.22673
3.1937,3.0411,3.76323,3.27031
3.21525,3.05757,3.5409,3.25011
3.40875,3.0978,3.58465,3.44529
3.47362,3.05716,3.54503,3.38467
3.14628,3.08064,3.85075,3.27373
3.28166,3.07607,3.88955,3.23254
3.39496,3.01555,3.61236,3.18292
3.04654,3.11859,3.50488,3.28499
2.99916,3.15909,3.52864,3.3347
3.49086,3.1575,3.41206,3.3285
3.12156,3.14558,2.96397,3.41128
3.43509,3.14175,2.87138,3.30615
3.04099,3.23739,3.35931,3.23371
3.13276,3.17997,3.29864,3.3308
3.32078,3.21154,3.59668,3.54346
3.20044,3.16697,3.87714,3.43014
3.5218,3.13986,3.97294,3.59994
3.75874,3.121,3.84988,3.29533
3.93381,3.17095,3.86132,3.35015
3.30251,3.11809,3.50358,3.39159
2.93608,3.18507,3.88677,3.39101
2.93399,3.1796,3.5381,3.15656
3.36173,3.12368,3.19213,3.20758
3.26506,3.11401,3.6167,3.23465
3.20265,3.13014,3.61176,3.14069
3.17522,3.12788,3.49685,3.19319
3.39744,3.13228,3.6584,3.18915
3.00923,3.13971,3.34888,3.45128
3.00928,3.13195,3.26691,3.3019
3.0662,3.13786,3.39854,3.23464
3.16158,3.10548,3.41613,3.20342
3.21192,3.11551,2.93556,3.24853
3.0023,3.12068,2.96519,3.25467
3.08283,3.22626,3.43318,3.15996
3.14637,3.1974,3.52365,3.29747
3.05733,3.21305,3.58074,3.29253
2.91287,3.12018,3.33295,3.20324
3.01966,3.13546,3.25521,3.2319
3.01209,3.25788,3.50701,3.40864
3.12525,3.1395,3.11397,3.43799
3.01012,3.14748,3.19532,3.46638
3.05558,3.20338,3.47376,3.3353
3.28053,3.2112,3.34859,3.20541
3.08022,3.06225,3.26858,3.20514
3.09098,3.05208,3.08729,3.17797
3.42789,3.05147,3.01835,3.14934
3.2261,2.92393,3.0709,3.12144
3.27869,3.01394,3.09349,3.27868
3.32809,3.01998,2.98401,3.48536
3.25548,3.00071,3.274,3.56546
3.52242,3.01529,3.34174,3.39497
3.47098,3.00882,3.18693,3.15642
3.4866,2.95665,3.3078,3.12448
3.4729,3.01,3.44878,3.00079
3.77359,2.97172,3.52945,3.06342
3.42857,2.9562,3.31319,3.19227
3.90148,2.98083,3.09459,3.13604
3.55959,2.96232,3.12665,3.23115
3.89024,3.00647,3.60484,3.14849
3.22439,3.04843,3.30261,3.09132
3.17212,3.04671,3.43525,2.99503
3.53029,3.06871,3.3929,3.07482
3.76183,3.09135,3.29819,3.00164
3.91676,3.08775,2.85919,3.10181
3.77882,3.0219,3.07744,3.1414
3.76398,3.08297,3.26751,3.43616
3.33553,3.04666,3.23466,3.38526
3.46477,3.09117,3.5522,3.25507
3.37961,3.03288,3.63517,3.20653
3.58262,3.01323,3.65484,3.14117
3.38843,3.12557,3.48729,3.39398
3.85156,3.0684,3.36135,3.36114
4.00401,3.08151,3.36582,3.33944
3.61362,3.05121,3.58607,3.23073
3.66135,3.09803,3.58781,3.0557
3.59102,3.126,3.49297,3.01467
3.57437,3.13198,3.2762,3.18203
3.41068,3.19837,3.19402,3.14261
3.3622,3.10837,3.35258,3.25013
3.17062,3.22642,3.69146,3.38012
3.20752,3.24086,3.21789,3.12809
3.09346,3.2682,3.20307,3.10351
3.32289,3.18643,2.83121,3.22794
3.17446,3.24939,2.90634,3.18658
3.15589,3.212,3.27252,3.22224
3.10442,3.27058,3.05677,3.13283
2.90669,3.26408,3.39074,3.15919
3.26754,3.33182,3.72844,3.13804
3.18779,3.17662,3.40231,3.37268
3.41239,3.26896,3.52159,3.38929
3.10448,3.17307,3.02018,3.44909
3.21043,3.17224,3.09352,3.357
2.98924,3.15413,3.31204,3.25315
